X,Y
-1.7399843403806412,-0.4481668571944213
-1.775594697550184,-0.4649173736330564
-1.8123511620372479,-0.4825761732976601
-1.8494296661920144,-0.49973972115728704
-1.8870660773271253,-0.5168717075879647
-1.9245117753682384,-0.5332288536636857
-1.9629820385051509,-0.549716109293791
-2.0014672774121682,-0.5653639536845564
-2.039654651047662,-0.5801597995580872
-2.0803975436327193,-0.5958301428600322
-2.121833415195398,-0.6105331940596924
-2.1642113983592766,-0.6250585098437779
-2.205719809085636,-0.6381286322524239
-2.2502715726755187,-0.650965581083407
-2.2957404830678163,-0.662899281817598
-2.342471666060992,-0.6743156946009471
-2.390435362362486,-0.6854310908866902
-2.439570479798937,-0.6964675941878007
-2.4908347566969864,-0.7075723188571111
-2.543377863011141,-0.7189947332732318
-2.5971359315931704,-0.7307209975248359
-2.651186809571041,-0.7424447090862332
-2.7038921244602157,-0.7532827034155565
-2.757865417417025,-0.764444319239486
-2.8108033628105074,-0.7752760025908901
-2.861040964142494,-0.7855620396588636
-2.9104484315484784,-0.7956237427476204
-2.959016304996918,-0.8057609624393507
-3.0058635558234,-0.8161547254844543
-3.05081965156052,-0.8263251209135076
-3.096043305578701,-0.8365560459208994
-3.1396097932313847,-0.8462535697505665
-3.182122299941411,-0.855779783628733
-3.224528357442247,-0.865219005730248
-3.267978639677006,-0.874984704343272
-3.311733353216684,-0.8846923417523969
-3.3569527481641255,-0.894756846583959
-3.4042352175422645,-0.9051220726037913
-3.453136921550954,-0.91518590154471
-3.502938515339719,-0.9249759584433561
-3.549704199288556,-0.9332287261990333
-3.5968531677864712,-0.9411957264161326
-3.645629862174648,-0.9494377717282623
-3.6943146720689106,-0.9575741372174404
-3.7454060542977468,-0.965832744207855
-3.7981485302264186,-0.974069240448771
-3.8460975321169246,-0.9815571667713979
-3.8924523922526446,-0.9885421456959584
-3.9385618273352314,-0.9955671288802861
-3.9872331944617954,-1.00224751260354
-4.034190948576116,-1.0079675789687406
-4.079659584650526,-1.01313748219586
-4.125610651419527,-1.0179098481807711
-4.1704312603024505,-1.0221330666469433
-4.213198950124985,-1.0252557868562078
-4.257637804085561,-1.0277327065851578
-4.300954176487353,-1.0293370166741131
-4.342015452300409,-1.030331580448132
-4.382088926632187,-1.0307563875965253
-4.4207307360415085,-1.0303348405847872
-4.458426333231385,-1.0290829572832785
-4.489068011817734,-1.0275683495965007
-4.519065931260478,-1.0255526791201108
-4.551110145159268,-1.0225196876811307
-4.578625207512303,-1.018858885393817
-4.608404468248598,-1.0141850103903627
-4.635759476723194,-1.0092686724617486
-4.662823743866957,-1.003385136126148
-4.685933598120178,-0.9976369997890525
-4.709864452756877,-0.9909677452181692
-4.733536255524493,-0.983354007485895
-4.754708196192931,-0.9751896643523144
-4.773849372104111,-0.9662387547535609
-4.792029130866968,-0.9561722767609044
-4.8064750305947355,-0.9464040969449856
-4.818706836726321,-0.9352717790050038
-4.828513896052461,-0.9235309333328642
-4.834993282573516,-0.9122911812045045
-4.839004655961273,-0.899989636148715
-4.840131798875518,-0.8893944927548074
-4.839457248625855,-0.87684785811108
-4.835808910825212,-0.8642813612421972
-4.829742550067046,-0.8503146236826986
-4.821772508647502,-0.8372113352471783
-4.810645360728241,-0.8231169478827811
-4.797433898610774,-0.8093117121870009
-4.781187352700645,-0.7949579677421298
-4.762860802087044,-0.7810935337996663
-4.74605037417855,-0.7700168952553099
-4.721040956575298,-0.754500103311687
-4.702903941794342,-0.7444803538872428
-4.683561671485009,-0.7352516889684106
-4.6634013976582205,-0.7265028908926344
-4.642723408373799,-0.7183570163260441
-4.621415270454029,-0.7104137459772542
-4.600575755541391,-0.7020529825093099
-4.577252261990736,-0.6945333862279512
-4.554909168804442,-0.6879618882319822
-4.536449304057524,-0.682980654887576
-4.5184295161400625,-0.6782588922781877
-4.500443570439434,-0.6733536343598346
-4.482189244860217,-0.668375181929139
-4.461651705056978,-0.6622694268525003
-4.4406955134791835,-0.6556575803119128
-4.4222483768098115,-0.649959250136557
-4.391359062662043,-0.6407409731395789
-4.359499403567224,-0.6315226961426008
-4.327839698423472,-0.6220408555157919
-4.296099463661077,-0.612437399869734
-4.264329654311914,-0.6028249960153718
-4.233162605273883,-0.5932972452731756
-4.202935715124766,-0.5840569006161918
-4.172316449702184,-0.5755604552371509
-4.142159403656902,-0.5677419618180037
-4.113132837693919,-0.5599698212049646
-4.085057962418247,-0.5525149108210291
-4.057617547600782,-0.5456944608953008
-4.030177132783317,-0.5395084714277799
-4.003053948194956,-0.5330052517311553
-3.976882454293906,-0.5265020320345307
-3.959101886080143,-0.5220296191709463
-3.9413074753710116,-0.5181612690167873
-3.9241915107410166,-0.5145172249342722
-3.9076047327857797,-0.5113733258447175
-3.8895502586005657,-0.5083028370377083
-3.87310481180412,-0.5054277589264415
-3.8559351896977274,-0.5023834996877194
-3.8403835761465204,-0.49950357125231076
-3.82576856686399,-0.49685675854760053
-3.811868795327603,-0.49421465321423774
-3.798875212245771,-0.49156994161351086
-3.786883932990839,-0.4889432804433829
-3.776478946018972,-0.48637000409550196
-3.766950874939251,-0.4837918201562833
-3.759002941923944,-0.4805454813190452
-3.752232363508132,-0.4773266817443148
-3.7471589763469995,-0.47390991079906253
-3.7418662818871127,-0.46935573184520646
-3.7370617518186924,-0.4645512017767861
-3.7322795708786223,-0.4592785407402984
-3.7273691873886525,-0.45361271363648725
-3.722873024871743,-0.4471722646257794
-3.7185018484804253,-0.4400534916456328
-3.714154712938982,-0.43272546316148497
-3.7105672798906535,-0.42493207412546125
-3.707508676254606,-0.41722439296262115
-3.704958831816295,-0.4095748596476887
-3.702651497870189,-0.4016813487794316
-3.70043885829172,-0.39364597346814995
-3.698227954068637,-0.3851514467163045
-3.6953178229151016,-0.3761882427634145
-3.6916252422823277,-0.3658251938907914
-3.6873036729952116,-0.35434216692788334
-3.682718714478065,-0.3420743049495731
-3.6776020546720534,-0.32922025714422615
-3.6724461947831744,-0.31428148362003827
-3.666970232449131,-0.2978535966179083
-3.661586039177212,-0.28065044250519044
-3.6568681530668212,-0.26383541252200376
-3.6532228997827887,-0.24702021188920817
-3.6507272272488454,-0.22931282105313286
-3.648996964134802,-0.2118948390384293
-3.647947741656433,-0.19359173580465322
-3.6473769561102554,-0.17544075543620655
-3.64749027917934,-0.15742238745173007
-3.648360006978417,-0.13791563538672355
-3.6497838021768896,-0.11759419482670361
-3.652096562834222,-0.10052381854639289
-3.655505245242184,-0.0841401514887694
-3.6599107421685266,-0.06877463781884317
-3.6649838294852484,-0.05377125192470917
-3.6707157917666446,-0.03917097064190689
-3.677501008547822,-0.025277431518544308
-3.6865367392415234,-0.009805289919740603
-3.6970556146012177,0.004921135583831698
-3.7082490403279245,0.018471071989845426
-3.7200534007556865,0.031444180974811595
-3.7327422661095717,0.044133046328696836
-3.7462664261243215,0.056481192429120725
-3.7598373306276573,0.06816397108851438
-3.7734341901482935,0.07963262651026826
-3.787896312353499,0.09103771475339788
-3.8032087900317584,0.10231434560172846
-3.818846694500845,0.11395459028172537
-3.835586812483452,0.12577803025545478
-3.835586812483452,0.12577803025545478
-3.861457011958005,0.14036328674933865
-3.890878159321699,0.15710892003144103
-3.921846678454251,0.17495718869180507
-3.953997202133847,0.1936328605350999
-3.986265926268148,0.21254493328780352
-4.019598454494788,0.23157520649521154
-4.0532855840855415,0.25048727924791514
-4.086972713676295,0.2684537483629836
-4.121250845540571,0.2863020170233476
-4.15564717785955,0.3033228825007809
-4.189925309723826,0.31951634479528335
-4.2199896878076375,0.33277390040863086
-4.2497550935071535,0.34542679063629955
-4.278756388563004,0.35694646881179426
-4.308432323028695,0.36774725061379476
-4.337199730409918,0.37730176858878595
-4.3651643284602155,0.38614351650174755
-4.392717682421537,0.39467683134797793
-4.420033677896018,0.4025250837790786
-4.447695406892119,0.41050054578890344
-4.4750770779477484,0.4178023247370713
-4.50190809708433,0.42455976659369193
-4.528178916727394,0.43102796082399175
-4.554358445443414,0.43722837551989135
-4.5805439461434965,0.4436770436027473
-4.607022568120072,0.4506142471464257
-4.6340874326496335,0.45833310742741995
-4.660663761718373,0.4659542606162497
-4.687240090787113,0.4741616563580664
-4.713914126948017,0.482759880468541
-4.740588163108922,0.4919443471320025
-4.767359906361991,0.5012265208876285
-4.794229356707224,0.510606401735419
-4.821782756697609,0.520474818044032
-4.849922399240981,0.5303432343526449
-4.878550577245175,0.5405047719377513
-4.907569583618026,0.5502754811541997
-4.9400358805625775,0.5607344224517731
-4.972672129819922,0.5708854966354956
-5.005308379077267,0.5808182681486004
-5.036836470400754,0.5898414592681169
-5.066051309423485,0.5977917269365979
-5.095881627860736,0.6058044014682867
-5.125599383225145,0.6133978973184986
-5.155244761553316,0.620362208417815
-5.185001792960225,0.6270060739206155
-5.215314794571549,0.633979032757725
-5.243576066919621,0.6408385648810435
-5.273836221186395,0.64818326251861
-5.3040963754531685,0.655723818759845
-5.333964812512606,0.6634602336047484
-5.364029108175711,0.6713925070533202
-5.394093403838817,0.6795206391055605
-5.424059770200088,0.6879425590633034
-5.454221995165028,0.6963644790210463
-5.484384220129968,0.7047863989787891
-5.5147423036985765,0.7134041775402005
-5.545981750983692,0.7222178147052802
-5.577808774079814,0.73103145187036
-5.610419231590609,0.7398450890354398
-5.643225547705073,0.7486587262005195
-5.6764235810268735,0.7576682219692678
-5.709817472952342,0.766677717738016
-5.743603082085149,0.7758830721104326
-5.777388691217955,0.7852842850865177
-5.811174300350761,0.7944896394589344
-5.844959909483568,0.803694993831351
-5.878745518616374,0.8129003482037677
-5.912335269145512,0.8217139853688474
-5.945925019674649,0.8305276225339272
-5.978535477185445,0.8389495424916701
-6.010656288187069,0.8468818159402419
-6.042581240585025,0.8548140893888138
-6.074675341306191,0.8626881078887273
-6.1063000267675225,0.8698389125631047
-6.1363565129750555,0.876223460286927
-6.1666759389763826,0.8825483736580647
-6.196243942895598,0.8887993275067579
-6.224277071499542,0.8945764249555438
-6.251833324449453,0.8998026108598371
-6.27990785777004,0.9051270913171899
-6.308099374290165,0.9105108878748529
-6.335383829861545,0.9157578985616567
-6.361960154628481,0.9209047220200423
-6.3880940267245645,0.9260017538118315
-6.414136804042115,0.9316753588702978
-6.440589644081866,0.9380051455940955
-6.465768193680527,0.9443897063851845
-6.4904644001657035,0.9509216740424956
-6.5162855337423045,0.9583125057546388
-6.5402174649658305,0.9653360073093692
-6.565363125560597,0.9726626206481321
-6.5904940021402245,0.9802200944021506
-6.6150805067341985,0.9877225939657531
-6.639124661962129,0.9954058766513701
-6.662807250946031,1.0032699424590017
-6.68594749056389,1.0109532251446187
-6.708906947059734,1.0188172909522502
-6.731324054189534,1.0265005736378672
-6.753018028831276,1.0341838563234842
-6.7741696541069745,1.0416863558870866
-6.794778930016629,1.0486465060846455
-6.8148458565602406,1.0556066562822044
-6.8347319999818374,1.0625668064797633
-6.854618143403434,1.0695269566773222
-6.874323503703017,1.0764871068748811
-6.893848080880584,1.08344725707244
-6.913372658058152,1.0902266241479845
-6.932716452113705,1.0968252081015144
-6.951879463047244,1.1032430089330298
-6.970680907736754,1.1091184603985016
-6.989301569304249,1.114813128741959
-7.008103013993759,1.1203270139634016
-7.03113209976695,1.1268305983715712
-7.054474947999188,1.1332446242371863
-7.078568532189326,1.1394251523555259
-7.103428241979939,1.1455878535221065
-7.128705762019134,1.151750554688687
-7.15419218718262,1.1577043507309768
-7.179887517470396,1.1636581467732665
-7.205791752882464,1.1696119428155562
-7.2319048934188235,1.175565738857846
-7.257933848086933,1.1817085721595197
-7.283962802755042,1.1880596370985386
-7.3096869489699685,1.1943363287749806
-7.335690775903202,1.2004245263506186
-7.361694602836435,1.2063063443474213
-7.387492050190834,1.211981782765389
-7.413495877124067,1.2176572211833565
-7.439293324478466,1.2229199004436537
-7.46570991056937,1.2279762001251158
-7.491713737502603,1.2324133610700723
-7.517717564435836,1.2364377628573584
-7.543515011790235,1.2400494054869742
-7.5693124591446335,1.2430419093800844
-7.594903526920197,1.2456216541155243
-7.62049459469576,1.2477886396932938
-7.645879282892488,1.249542866113393
-7.671263971089216,1.251297092533492
-7.696855038864779,1.2534640781112616
-7.722239727061507,1.2560438228467015
-7.74783079483707,1.2590363267398117
-7.773215483033798,1.2626479693694275
-7.798187412072856,1.2664659915778784
-7.822952961533079,1.2704903933651646
-7.847512131414466,1.2745147951524507
-7.871864921717018,1.2783328173609017
-7.89621771201957,1.2811189416751767
-7.920983261479792,1.2836986864106166
-7.945748810940015,1.286897569882562
-7.9701016012425665,1.290715592091013
-7.994867150702789,1.2949463734571343
-8.019632700163012,1.2993835344020908
-8.044398249623233,1.303407936189377
-8.069163799083455,1.306194060503652
-8.094342107701348,1.3083610460814215
-8.119210846950988,1.3106312214486084
-8.143460447464122,1.3131077763946306
-8.167710047977256,1.3149651926041472
-8.19237240764806,1.3151715721829824
-8.21765390605537,1.3153779517618176
-8.243967302356856,1.315790710919488
-8.271312596552518,1.3162034700771583
-8.301134445694203,1.3159970904983231
-8.333020090624238,1.315790710919488
-8.364905735554274,1.3155843313406528
-8.398236037536156,1.3164098496559935
-8.43197909867571,1.3172353679713342
-8.466341298551768,1.318060886286675
-8.501116257585497,1.3188864046020157
-8.536097596198061,1.3201246820750268
-8.56599517506878,1.3212745889546698
-8.596184747421509,1.3226064818525842
-8.626391702002666,1.3244505110566664
-8.657176137518743,1.3267571258215598
-8.687847276157369,1.3296019850576062
-8.718232832388887,1.332948799946875
-8.748738679617572,1.33630886427931
-8.77952778219946,1.3393431526496988
-8.810527621684107,1.3416525962789274
-8.842193000190703,1.3434365612652144
-8.876135782478512,1.3445403915835172
-8.910364371736183,1.34508804901164
-8.945028739035303,1.34508804901164
-8.97964799070275,1.3436265502605076
-9.013740244001662,1.340077219780073
-9.04453116307847,1.3359086030435205
-9.072641011195714,1.332062956069826
-9.101634720900131,1.3285203162988684
-9.130195400243526,1.3255625760432417
-9.157522151192117,1.3233691244620838
-9.18375217635013,1.3220896110397418
-9.207454897242517,1.321077395200921
-9.230411421568332,1.3200533123313678
-9.252412106420985,1.319041786591016
-9.273231834909474,1.3187099980892074
-9.29392612820036,1.3183775596427674
-9.313789325375145,1.3178789019731074
-9.332987645657052,1.3173802443034475
-9.35218596593896,1.3175464635266674
-9.371384286220866,1.3178789019731074
-9.389917729609893,1.3188762173124273
-9.40845117299892,1.320538409544627
-9.426984616387946,1.3226992594464868
-9.445019402107313,1.3258574246876662
-9.46272174938024,1.3295142475985056
-9.480424096653167,1.3333372897325648
-9.497794005479653,1.337658989536284
-9.51449903741326,1.343144223902543
-9.530206754007548,1.348795677492022
-9.545249593708956,1.354945788751161
-9.559461337294264,1.3619269961263998
-9.572675765540252,1.3700717380641785
-9.58505909767014,1.379380014564497
-9.596777552907147,1.3900180448505752
-9.607498692804835,1.402318267368853
-9.617388736586424,1.4151171475567907
-9.627112561144791,1.4289133430840484
-9.63600528958706,1.4440392923970657
-9.643568264243568,1.4594976801565231
-9.650798800453636,1.4744574102463206
-9.658527994333365,1.4885860442200183
-9.665924749766655,1.502382239747276
-9.671991751414183,1.5143500238191139
-9.676230341606292,1.5224947657568926
-9.678141862673321,1.5266502463373919
-9.677560095392051,1.5268164655606118
-9.675149916655363,1.5233258618729923
-9.670609108531261,1.5159338486477112
-9.665434699273565,1.5070634327773738
-9.660662661502364,1.4956105421264918
-9.655678533163554,1.4826730175023475
-9.650270223689526,1.469523402310594
-9.644861914215499,1.455525424848405
-9.639241514173863,1.4408911756833893
-9.63319693299701,1.4273173793564182
-9.627576532955374,1.4137435830294471
-9.621956132913738,1.400381877270085
-9.616335732872102,1.3878685337811585
-9.610079061127639,1.3757793714274498
-9.603398208247958,1.3645385713441769
-9.59608108366545,1.3543582240989485
-9.588551868515333,1.3452383296917647
-9.58038638166239,1.3371788881226256
-9.571584623106618,1.3299678088239222
-9.56235868341563,1.3238171823632634
-9.552920653157033,1.3185149181730402
-9.543482622898436,1.313636835118035
-9.53404459263984,1.3093950237658565
-9.52503074351646,1.3053653029812868
-9.516759211379712,1.3018658086157395
-9.50912395094579,1.299214676520628
-9.502124962214696,1.2971998161283433
-9.495550154618819,1.2958212274388854
-9.489187437590552,1.2947607746008407
-9.48346099226511,1.294124502898014
-9.478158728074886,1.2934882311951872
-9.473280645019882,1.2930640500599693
-9.468826743100095,1.2924277783571425
-9.464797022315526,1.291579416086707
-9.460979392098565,1.2900947821134445
-9.457585943016822,1.2877617858697463
-9.45480624321444,1.2835922361661747
-9.452423643383828,1.2788270365049499
-9.4502395935391,1.2726719869425345
-9.448651193652026,1.2653256374648127
-9.447261343750835,1.2571850880435536
-9.445871493849644,1.248250338678757
-9.444300474192357,1.2390205981921876
-9.442729454535069,1.2299872351627792
-9.440765679963459,1.221150249590532
-9.438605527934687,1.2125096414754457
-9.436052620991592,1.2044581657318427
-9.433303336591338,1.197584954731206
-9.430357674733923,1.1920863859306967
-9.427215635419346,1.1883552142446367
-9.423877218647608,1.1869805720445095
-9.42053880187587,1.1873733269588316
-9.417200385104131,1.1897298564447643
-9.414058345789554,1.1940501605023073
-9.410916306474977,1.1995487293028166
-9.4077742671604,1.2066183177606145
-9.404828605302985,1.2152589258757007
-9.40207932090273,1.225077798733753
-9.399722791416798,1.236467691249094
-9.397562639388026,1.2487412823216595
-9.395402487359254,1.2619967606800304
-9.393045957873321,1.2760377488670456
-9.390689428387388,1.2908642468827047
-9.388332898901455,1.3064762547270081
-9.385976369415522,1.3228737723999557
-9.383423462472427,1.3398604224443866
-9.38028142315785,1.3574362048603006
-9.376943006386112,1.3754047421905367
-9.373211834700053,1.3935696569779337
-9.369284285556832,1.4119309492224918
-9.36516035895645,1.43029224146705
-9.360643677441745,1.4488499111687692
-9.355734241012719,1.4674075808704883
-9.350628427126532,1.4859652505722074
-9.345129858326022,1.5041301653596044
-9.339434912068352,1.5222950801470014
-9.333739965810683,1.5406563723915596
-9.328045019553013,1.55941041955044
-9.322153695838182,1.5780662779807397
-9.31626237212335,1.5969185138682005
-9.309781916037036,1.6155743722985003
-9.302515950122077,1.634033853271639
-9.294464474378474,1.6526897117019388
-9.285627488806227,1.6709528152179165
-9.276201370862497,1.689019541276733
-9.26579336563296,1.7068898898783886
-9.254207095660458,1.7247602384800442
-9.24144256094499,1.7426305870816998
-9.227499761486555,1.7605009356833554
-9.212378697285155,1.778567661742172
-9.19647212325511,1.7966343878009885
-9.179583661939258,1.8152902462312883
-9.161909690794763,1.8347316144902321
-9.142861077450142,1.8543693602063371
-9.123026954276876,1.8745962382939252
-9.102210943817804,1.8954122487529965
-9.080413046072927,1.916817391583551
-9.058026015956568,1.9382225344141053
-9.035638985840208,1.9600204321589818
-9.012662823352365,1.9818183299038583
-8.989097528493039,2.003812605105896
-8.96513947871939,2.026003257765095
-8.94078867403142,2.0479975329671323
-8.915259604600484,2.0688135434262036
-8.889828723898129,2.0893349876995333
-8.864594220652934,2.1092672996013797
-8.839163339950579,2.129003234046065
-8.813732459248223,2.1485427910335897
-8.788301578545868,2.168082348021114
-8.762968886572093,2.1872291500943164
-8.737439817141157,2.20657232962468
-8.711714370253059,2.225620942969302
-8.6857925459078,2.2450623112282457
-8.660067099019702,2.2641109245728677
-8.634341652131605,2.2829631604603287
-8.608812582700669,2.30191358507637
-8.583283513269732,2.3204712547780892
-8.557950821295957,2.3386361695654863
-8.532814506779342,2.3566047068957223
-8.507874569719888,2.3745732442259584
-8.482934632660434,2.3921490266418726
-8.458191073058142,2.4093320541434644
-8.434036645827334,2.425925949273573
-8.409882218596525,2.442028900760779
-8.385924168822877,2.457542719876502
-8.36235887396355,2.472663784077903
-8.338989956561386,2.486901149722079
-8.310215625208114,2.5043889976566107
-8.283246682948056,2.5200821321613867
-8.25573823075093,2.5355107857849917
-8.228731181474874,2.549953686050013
-8.202667036425373,2.5634390480538856
-8.176855012445172,2.5765695124264227
-8.150438064601298,2.5895482737584126
-8.125006584359364,2.6016005839600247
-8.09998372813025,2.6132491549632326
-8.075018931168072,2.624557994612766
-8.049783680073576,2.6356786137391546
-8.024189802415467,2.646982576371486
-7.998382642454477,2.6582865389990276
-7.972575482493486,2.669590501626569
-7.946685193601952,2.6810501376933136
-7.92083024603393,2.6924010902841524
-7.894765095640151,2.703541840049235
-7.868489742420617,2.7146825898143176
-7.842214389201082,2.7258233395794003
-7.815518630330035,2.736964089344483
-7.788822871458988,2.7481048391095655
-7.761706706936429,2.7588251832231356
-7.734170136762357,2.7693353245109495
-7.706002958111015,2.7796352629730072
-7.677205170982405,2.7897249986093087
-7.647776775376526,2.799604531419854
-7.617507568467622,2.809273861404643
-7.586397550255693,2.818732988563675
-7.554596820063808,2.827878296592714
-7.522438763851138,2.8366301726505925
-7.48928234496822,2.845376958000074
-7.4551088580214095,2.8539203297367766
-7.420121716623484,2.862056874247922
-7.383746638626623,2.8705306140085542
-7.346407093415932,2.879035732639878
-7.3070841752166125,2.887797904629944
-7.267120122481434,2.8965600766200095
-7.22602590144433,2.905342746551422
-7.184039560024191,2.914003114625028
-7.141176219305459,2.9227731076109578
-7.09787437893743,2.9313238507722392
-7.0538051641831325,2.9398745939335207
-7.009078199954891,2.9486445869194506
-6.963693486252703,2.957195330080732
-6.917212523427275,2.965965323066662
-6.87029306095255,2.9745160662279435
-6.82271584900388,2.982847559564577
-6.774700137405914,2.990959803076562
-6.7264651759833,2.9986335469392507
-6.677572465086741,3.0056495413279944
-6.628241254540885,3.01244628589209
-6.578910043995029,3.0188045308068894
-6.529359583624526,3.024724276072392
-6.479589873429374,3.0304247715132466
-6.429820163234222,3.0359060171294527
-6.3798312032144215,3.041387262745659
-6.329842243194621,3.046868508361865
-6.280072532999469,3.052130504153423
-6.230741322453613,3.057392499944981
-6.181848611557054,3.0624352459118906
-6.133175150485144,3.0674779918788
-6.085159438887178,3.0720822381964132
-6.038020726587805,3.076467234689378
-5.991978263411673,3.0810714810069912
-5.947032049358783,3.0856757273246043
-5.903182084429134,3.090718473291514
-5.860209118798077,3.09619971890772
-5.817893902640966,3.1019002143485745
-5.7762364359578,3.1082584592633737
-5.735455968573226,3.114835954002821
-5.695114000837949,3.1218519483915648
-5.654772033102671,3.129087192604957
-5.614649315192042,3.136760936467646
-5.575184346755358,3.144873179979631
-5.53615787796797,3.1534239231409122
-5.497131409180581,3.1626324157761387
-5.458104940393193,3.1722794080606618
-5.418859221781157,3.1825841498191294
-5.379394253344473,3.1933273912268936
-5.339929284907789,3.2047283821086023
-5.300245066646456,3.2163486228149596
-5.260122348735827,3.228188113345965
-5.219780381000549,3.2402468537016182
-5.179438413265272,3.2523055940572716
-5.1496637712553746,3.2615292603320767
-5.120403261119162,3.270803083216778
-5.089857196543423,3.280597745227477
-5.060230664190396,3.2903113623924036
-5.03145968468339,3.2997444704274876
-5.002673979856371,3.3092866930220795
-4.974034287493712,3.3186741477409507
-4.945618351822321,3.327885907106951
-4.917141026860849,3.337117567396659
-4.888423256734048,3.346533229733315
-4.859279716632353,3.356406997418042
-4.8302039877077965,3.3665755583534063
-4.800781275929492,3.377449169227997
-4.771380692479685,3.388830040240826
-4.741980109029877,3.4003689789066107
-4.713622096463418,3.411894160484423
-4.684960789644911,3.4240259305663305
-4.655541247196284,3.4366126420263097
-4.625818410495611,3.4496542948643603
-4.5950340439127695,3.464515713214697
-4.504569038377194,3.508430764445559
-4.421692493759174,3.5488776905270805
-4.334187628166367,3.5920080508192695
-4.2450239025623215,3.6359678411170777
-4.153786601944229,3.6811717764233145
-4.062134586323327,3.7280345717407894
-3.9690310681925918,3.776556227069502
-3.874683405053428,3.825907312403834
-3.779091596905835,3.8760878277437847
-3.681840928747005,3.928341918097783
-3.5837608305825555,3.9818401534602104
-3.486510162423725,4.036167818828257
-3.390088924270514,4.090910199199112
-3.294911831125731,4.146067294572777
-3.2009788829893764,4.201639104949252
-3.1082900798614506,4.257625630328536
-3.017260136744763,4.313197440705011
-2.927889053639313,4.368769251081486
-2.8397621155422916,4.42517049146358
-2.752879322453699,4.481571731845674
-2.667240674373535,4.5379729722277675
-2.583260886304609,4.5943742126098615
-2.500525243244111,4.649946022986336
-2.419863175197661,4.705517833362811
-2.3416893971680683,4.760674928736476
-2.2651744791497133,4.814173164098903
-2.189903706139787,4.866427254452901
-2.1162917931410985,4.916815127294257
-2.043716667649434,4.964507352617351
-1.9736298321746264,5.011370147934826
-1.9056165717138664,5.055329938232634
-1.8409210312755826,5.096801438513586
-1.780372640865394,5.136199363780489
-1.7241787579847052,5.17331635653194
-1.6855961076327934,5.1988868189220305
-1.6466390018549961,5.2241691855288455
-1.6105058002005097,5.247788724272687
-1.576747352355317,5.270346212464175
-1.5459379226206862,5.291652236012005
-1.5167915313669504,5.311758570085438
-1.4902767050678063,5.330210408270222
-1.46509682329621,5.3475704509823165
-1.4423092948403435,5.363537222621461
-1.4215337914582657,5.378157021297738
-1.4004952059055265,5.391517290955316
-1.3809801642331707,5.404271215827801
-1.362678332750419,5.416113577375463
-1.3450704047172006,5.4265536762978135
-1.3284584228737741,5.436024058470234
